,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Hampton,31,15,16,0.484,-10.1,-8.9,10,8,6,6,7,8,2113,2128,,,,0.438,0.395,0.52,51.5,51.4,,6.3,0.483,23.9,,0.29
Hartford,31,13,18,0.419,-8.79,-5.44,6,10,7,5,5,12,1925,2029,,,,0.366,0.437,0.508,45.7,52.7,,2.5,0.473,17,,0.247
Harvard,28,12,16,0.429,-9.67,-4.56,5,9,6,7,6,9,2025,2168,,,,0.417,0.268,0.538,49.5,45.5,,4.9,0.486,19.4,,0.316
Hawaii,31,18,13,0.581,6.99,1.09,8,8,13,3,3,8,2245,2062,,,,0.35,0.273,0.543,53.1,66.3,,8.4,0.506,20.7,,0.256
High Point,32,22,10,0.688,-1.37,-4.99,11,3,15,1,6,7,2406,2201,,,,0.323,0.319,0.546,50.5,59.6,,5.9,0.52,18.4,,0.219
Hofstra,32,22,10,0.688,2.53,-0.6,14,4,11,1,10,7,2339,2232,,,,0.396,0.353,0.56,49.5,47.4,,4.2,0.527,15,,0.276
Holy Cross NCAA,34,25,9,0.735,3.32,-3.06,13,1,14,1,10,6,2171,1954,,,,0.405,0.321,0.537,53.6,62.7,,7.8,0.492,20.5,,0.297
Houston,33,18,15,0.545,5.75,3.12,10,6,11,3,4,10,2415,2328,,,,0.309,0.488,0.509,46.3,46.4,,6,0.473,13.9,,0.221
Howard,31,9,22,0.29,-17.8,-10.61,5,13,4,7,2,13,2009,2232,,,,0.4,0.381,0.529,46.2,55.3,,4,0.499,20.9,,0.261
Idaho State,30,13,17,0.433,-4.21,-1.17,8,8,8,4,4,13,2012,2025,,,,0.362,0.383,0.549,51.1,51,,5.3,0.516,18.1,,0.253
Idaho,31,4,27,0.129,-12.56,1.44,1,15,2,12,1,14,1907,2307,,,,0.298,0.399,0.487,44.2,46.7,,5.2,0.455,18.9,,0.202
Illinois-Chicago,32,14,18,0.438,-0.46,1.09,7,9,9,5,4,10,2224,2257,,,,0.326,0.33,0.513,50.4,54.3,,8.9,0.475,15.5,,0.235
Illinois State,31,15,16,0.484,5.73,4.63,6,12,11,4,3,10,2068,2016,,,,0.343,0.394,0.548,50.2,62.7,,6.3,0.526,19.9,,0.221
Illinois NCAA,35,23,12,0.657,14.18,7.09,9,7,14,3,3,6,2245,1997,,,,0.372,0.378,0.521,54,61.8,,5.7,0.498,18.6,,0.232
Indiana State,31,13,18,0.419,2.18,6.84,5,13,10,6,2,11,1908,2034,,,,0.379,0.392,0.509,48.4,51.9,,2.6,0.466,17.1,,0.268
Indiana NCAA,32,21,11,0.656,16.78,8.35,10,6,15,0,3,8,2246,1976,,,,0.344,0.377,0.55,51.9,54.2,,8.9,0.518,16.2,,0.244
Iona,30,2,28,0.067,-15.24,-3.97,1,17,1,10,1,15,1758,2096,,,,0.39,0.341,0.469,49.6,47.7,,8.8,0.443,22.2,,0.225
Iowa State,31,15,16,0.484,1.85,5.19,6,10,12,5,3,9,1972,2027,,,,0.317,0.368,0.503,51.2,52,,6.1,0.468,18.9,,0.221
Iowa,31,17,14,0.548,9.12,6.35,9,7,14,2,2,9,2121,2035,,,,0.357,0.321,0.538,49.3,61,,6.1,0.497,17.5,,0.266
Fort Wayne,29,12,17,0.414,-10.54,-0.71,,,8,5,4,12,1982,2029,,,,0.334,0.385,0.547,47.2,63.6,,6,0.52,18.8,,0.227
IUPUI,30,15,15,0.5,-3.71,-3.39,7,7,8,4,4,6,2039,2026,,,,0.38,0.357,0.534,51.6,50.1,,5.1,0.487,17.3,,0.287
Jackson State NCAA,35,21,14,0.6,-12.28,-9.94,12,6,8,2,8,10,2490,2572,,,,0.36,0.294,0.505,48.2,53.4,,5.4,0.463,17.9,,0.256
Jacksonville State,30,9,21,0.3,-12.73,-7.3,7,13,6,7,2,12,1999,2146,,,,0.318,0.323,0.512,48.8,56.9,,5.3,0.482,17.8,,0.214
Jacksonville,29,15,14,0.517,-8.88,-4.01,11,7,12,1,3,12,2125,2189,,,,0.35,0.315,0.525,51,53.9,,6,0.488,19.2,,0.249
James Madison,30,7,23,0.233,-10.18,-1.11,4,14,4,10,2,11,1919,2178,,,,0.392,0.319,0.523,49,51.6,,4.2,0.49,18.6,,0.262
Kansas State,35,23,12,0.657,10.35,5.53,10,6,14,3,6,8,2467,2278,,,,0.418,0.343,0.526,51.9,64.8,,6.8,0.487,16.9,,0.287
Kansas NCAA,38,33,5,0.868,22.62,6.86,14,2,16,2,8,2,2978,2344,,,,0.362,0.261,0.567,54.6,58.9,,11.5,0.545,17,,0.239
Kent State,32,21,11,0.656,5.25,1.28,12,4,11,2,7,8,2195,1998,,,,0.34,0.316,0.532,51,57.2,,6.5,0.508,17.6,,0.218
Kentucky NCAA,34,22,12,0.647,17.12,11.41,9,7,14,2,4,6,2496,2302,,,,0.369,0.348,0.568,52.3,60.3,,7.9,0.538,18.3,,0.26
La Salle,30,10,20,0.333,-5.66,-1.87,3,13,6,12,3,7,2150,2241,,,,0.385,0.274,0.54,53.4,55.4,,3.5,0.507,19.4,,0.264
Lafayette,30,9,21,0.3,-14.16,-2.38,3,11,5,8,4,11,1938,2210,,,,0.385,0.48,0.551,43.5,64.7,,4.6,0.513,22.5,,0.279
Lamar,32,15,17,0.469,-7.89,-3.54,8,8,11,3,2,12,2367,2438,,,,0.393,0.378,0.537,50.6,68,,4.5,0.51,19.5,,0.253
Lehigh,31,12,19,0.387,-7.79,-3.99,7,7,9,5,3,12,1981,1984,,,,0.401,0.306,0.523,51.6,55.1,,5.3,0.481,19.7,,0.283
Liberty,31,14,17,0.452,-6.25,-3.25,8,6,11,4,3,11,2369,2298,,,,0.321,0.251,0.552,52.3,52.6,,4.7,0.523,17.9,,0.226
Lipscomb,31,18,13,0.581,-2.62,-4.62,11,7,13,1,4,12,2101,2017,,,,0.352,0.434,0.52,49.3,57.5,,5,0.483,15.5,,0.248
Long Beach State NCAA,32,24,8,0.75,2.24,-2.07,12,2,12,1,9,5,2575,2408,,,,0.35,0.365,0.554,49.4,50.1,,4.7,0.523,16.1,,0.246
Long Island University,29,10,19,0.345,-13.84,-7.88,6,12,6,7,4,12,2006,2118,,,,0.396,0.398,0.51,49,47.5,,3.3,0.473,17.7,,0.265
Louisiana,30,9,21,0.3,-10.88,-4.85,7,11,7,7,2,14,2013,2180,,,,0.359,0.286,0.498,50.9,47.2,,5,0.464,18.1,,0.237
Louisiana-Monroe,32,18,14,0.563,-9.56,-6.01,11,7,14,0,2,13,2305,2317,,,,0.328,0.426,0.532,49.2,52.4,,3.1,0.498,17.5,,0.234
Louisiana State,32,17,15,0.531,12.75,7.44,5,11,14,4,1,9,2177,2007,,,,0.322,0.291,0.532,54,55.6,,8.6,0.5,18.1,,0.227
Louisiana Tech,30,10,20,0.333,-4.66,0.64,7,9,7,4,3,14,1922,2081,,,,0.275,0.293,0.474,51.2,48.8,,6.2,0.45,17.6,,0.172
Louisville NCAA,34,24,10,0.706,16.08,7.69,12,4,16,4,6,2,2433,2144,,,,0.374,0.386,0.531,51.4,58.6,,8.1,0.498,15.9,,0.253
Loyola (IL),32,21,11,0.656,4.31,0.78,10,6,12,4,6,6,2237,2075,,,,0.417,0.291,0.546,52.7,48.4,,6.4,0.502,17,,0.304
Loyola Marymount,31,13,18,0.419,-5.68,1.8,5,9,8,5,4,12,2030,2228,,,,0.336,0.259,0.483,49.4,63.3,,3.4,0.445,19.5,,0.23
Loyola (MD),31,18,13,0.581,-3.77,-5.44,12,6,8,4,9,7,2213,2148,,,,0.386,0.365,0.566,49.7,57.3,,6.2,0.533,18.4,,0.274
Maine,30,12,18,0.4,-10.54,-5.25,7,9,5,6,7,9,1961,2025,,,,0.303,0.348,0.509,48.7,51.1,,5.9,0.48,17.1,,0.203
Manhattan,30,13,17,0.433,-8.12,-4.78,10,8,7,7,6,9,1978,2076,,,,0.379,0.258,0.503,50.2,47.4,,7,0.46,17.9,,0.268
Marist,34,25,9,0.735,1.65,-4.29,14,4,13,1,9,6,2548,2337,,,,0.342,0.446,0.556,52.4,57.9,,3.9,0.53,16.1,,0.233
Marquette NCAA,34,24,10,0.706,14.14,6.95,10,6,16,4,6,4,2443,2207,,,,0.401,0.334,0.526,52.4,55.8,,6.4,0.492,17.6,,0.269
Marshall,32,13,19,0.406,-1.89,2.33,7,9,9,5,3,10,2112,2247,,,,0.393,0.358,0.49,50.4,54.8,,7.6,0.453,18.6,,0.256
Maryland-Baltimore County,31,12,19,0.387,-9.47,-4.92,7,9,6,6,5,12,1875,2016,,,,0.272,0.31,0.507,48,55.1,,5.6,0.473,17.6,,0.199
Maryland-Eastern Shore,31,4,27,0.129,-22.97,-9.04,1,17,1,12,2,13,1880,2278,,,,0.334,0.32,0.468,44.5,42.7,,3.4,0.437,19.4,,0.21
Maryland NCAA,34,25,9,0.735,19.06,7.59,10,6,17,3,6,4,2685,2295,,,,0.387,0.25,0.558,51.3,60.5,,11,0.526,18.4,,0.269
Massachusetts,33,24,9,0.727,9.49,0.97,13,3,12,2,9,6,2551,2270,,,,0.416,0.297,0.549,55.2,56.4,,12.7,0.528,18.6,,0.259
McNeese State,32,15,17,0.469,-11.34,-4.66,9,7,10,3,4,11,2028,2154,,,,0.338,0.234,0.475,52.1,48.3,,9.2,0.441,19.7,,0.221
Memphis NCAA,37,33,4,0.892,19.72,3.91,16,0,19,0,9,2,2918,2333,,,,0.424,0.352,0.54,53.6,52.4,,10.8,0.517,15.4,,0.263
Mercer,30,13,17,0.433,-13.11,-5.82,8,10,9,5,4,11,2177,2329,,,,0.39,0.316,0.528,49.3,50.1,,6.9,0.487,20.4,,0.278
Miami (FL),32,12,20,0.375,5.49,7.15,4,12,8,7,3,9,2279,2332,,,,0.301,0.307,0.52,51.4,47.8,,5.5,0.489,15.6,,0.211
Miami (OH) NCAA,33,18,15,0.545,4.81,2.78,10,6,11,2,3,11,1962,1895,,,,0.318,0.325,0.545,49.7,58.5,,8.2,0.514,19.4,,0.226
Michigan State NCAA,35,23,12,0.657,16.3,8.45,8,8,18,1,2,8,2276,2001,,,,0.391,0.283,0.559,55.6,69.5,,9.3,0.522,20.4,,0.281
Michigan,35,22,13,0.629,10.59,6.79,8,8,18,3,3,9,2249,2116,,,,0.384,0.278,0.535,54.7,60.4,,11,0.492,19.8,,0.279
Middle Tennessee,32,15,17,0.469,-5.93,-3.96,8,10,7,6,7,7,1995,2040,,,,0.324,0.267,0.534,51,54.1,,5.6,0.503,19.6,,0.227
Milwaukee,31,9,22,0.29,-5.26,2.34,6,10,7,7,2,15,2007,2218,,,,0.316,0.376,0.483,49.1,50.7,,3.9,0.449,16.5,,0.213
Minnesota,31,9,22,0.29,0.78,8.05,3,13,8,9,1,9,1880,2053,,,,0.278,0.319,0.515,46.9,56.9,,8.8,0.488,20,,0.19
Mississippi State,35,21,14,0.6,15.31,6.91,8,8,16,3,3,9,2692,2398,,,,0.374,0.374,0.552,51.9,53.8,,10.4,0.526,16.8,,0.249
Mississippi Valley State,34,18,16,0.529,-13.12,-10.87,13,5,10,1,6,12,2076,2131,,,,0.406,0.289,0.49,50.1,51,,7.5,0.453,20.4,,0.264
Mississippi,34,21,13,0.618,9.9,6.38,8,8,16,1,2,11,2486,2356,,,,0.268,0.319,0.525,49.8,51.5,,6.2,0.498,14.7,,0.189
Missouri-Kansas City,32,12,20,0.375,-6.26,-1.8,6,8,9,4,1,14,2290,2397,,,,0.294,0.393,0.53,46.6,46.2,,4.6,0.495,14.7,,0.218
Missouri State,33,22,11,0.667,13.96,5.93,12,6,12,5,8,4,2439,2150,,,,0.405,0.347,0.57,52.6,64.2,,5.9,0.538,17,,0.283
Missouri,30,18,12,0.6,10.77,5.03,7,9,15,4,3,6,2328,2156,,,,0.317,0.36,0.554,48.6,55.4,,5.5,0.527,17.6,,0.219
Monmouth,30,12,18,0.4,-8.96,-5.96,7,11,8,5,3,12,1938,2028,,,,0.343,0.362,0.551,47.3,58.5,,9.3,0.528,20.7,,0.225
Montana State,30,11,19,0.367,-11.75,-4.23,8,8,8,6,3,12,2040,2161,,,,0.34,0.413,0.518,49.8,59.7,,6.2,0.489,19.4,,0.226
Montana,32,17,15,0.531,-5.34,-3.53,10,6,11,5,5,7,2310,2226,,,,0.333,0.39,0.559,51.2,60.2,,5.9,0.537,16.5,,0.221
Morehead State,30,12,18,0.4,-10.12,-7.51,8,12,8,8,4,10,1936,1962,,,,0.307,0.351,0.514,52.6,63.8,,3.7,0.489,18.3,,0.199
Morgan State,31,13,18,0.419,-12.14,-9.65,10,8,8,5,4,12,2108,2179,,,,0.378,0.267,0.526,51.5,49.7,,6.3,0.501,20.1,,0.238
Mount St. Mary's,31,11,20,0.355,-8.81,-5.65,9,9,7,5,4,15,2022,2120,,,,0.298,0.271,0.506,48.7,48.1,,5.2,0.475,18.6,,0.203
Murray State,30,16,14,0.533,-6.59,-5.92,13,7,8,5,8,7,1993,1973,,,,0.339,0.308,0.53,50.4,56.7,,5.4,0.5,19.4,,0.232
Navy,30,14,16,0.467,-7.69,-3.77,4,10,7,7,5,9,1854,1881,,,,0.319,0.483,0.536,46.3,64.1,,3.5,0.498,21.4,,0.238
Nebraska,31,17,14,0.548,6.94,5.35,6,10,12,4,2,8,2072,1989,,,,0.39,0.423,0.569,48.3,66,,4.5,0.535,19.5,,0.278
Nevada-Las Vegas NCAA,37,30,7,0.811,12.98,5.37,12,4,19,1,8,5,2772,2470,,,,0.333,0.364,0.543,49.8,56,,9.7,0.51,13.9,,0.238
Nevada NCAA,34,29,5,0.853,10.58,1.09,14,2,15,1,10,2,2632,2296,,,,0.324,0.318,0.582,54.6,60,,7.2,0.548,16.6,,0.245
New Hampshire,30,10,20,0.333,-12.28,-6.1,6,10,4,7,5,12,1762,1942,,,,0.323,0.44,0.513,46,53.4,,3.6,0.483,18.5,,0.218
New Mexico State NCAA,34,25,9,0.735,5.04,0.01,11,5,19,1,6,7,2652,2462,,,,0.516,0.271,0.564,53.4,52.1,,4.8,0.532,19.6,,0.339
New Mexico,32,15,17,0.469,3.19,2.89,4,12,13,5,1,10,2410,2345,,,,0.324,0.427,0.56,48.8,56.3,,4.3,0.539,15.5,,0.214
New Orleans,31,14,17,0.452,-7.86,-5.62,9,9,9,5,5,8,2270,2313,,,,0.353,0.308,0.553,46.2,44.3,,6,0.52,15.3,,0.252
Niagara NCAA,35,23,12,0.657,-3.41,-4.7,13,5,9,6,9,4,2654,2609,,,,0.388,0.376,0.527,52.6,52.5,,2.6,0.483,15.8,,0.283
Nicholls State,30,8,22,0.267,-12.3,-1.89,7,9,6,4,2,16,2144,2427,,,,0.301,0.466,0.542,45.6,63.1,,3.7,0.507,19.8,,0.226
Norfolk State,30,11,19,0.367,-16.92,-8.21,10,8,7,4,3,12,1970,2235,,,,0.384,0.261,0.527,51,44.7,,6.1,0.502,22.3,,0.244
North Carolina-Asheville,31,12,19,0.387,-8.9,-2.23,6,8,7,6,5,13,2148,2277,,,,0.352,0.274,0.516,49.4,56.4,,7.5,0.483,19.9,,0.24
North Carolina A&T,32,15,17,0.469,-11.68,-10.09,10,8,8,3,6,10,2349,2317,,,,0.46,0.397,0.54,46.4,52.3,,3.1,0.503,19.3,,0.31
North Carolina-Greensboro,30,16,14,0.533,-2.76,-3.69,12,6,10,4,6,9,2083,2055,,,,0.429,0.389,0.526,49.4,52.4,,7.6,0.492,19,,0.283
North Carolina State,36,20,16,0.556,8.53,8.36,5,11,14,6,3,8,2580,2574,,,,0.409,0.324,0.584,48.9,57.6,,5.6,0.549,19.5,,0.297
North Carolina-Wilmington,29,7,22,0.241,-6.41,0.01,4,14,5,7,1,13,1871,2057,,,,0.278,0.381,0.507,51.5,61.5,,3.4,0.478,19.6,,0.193
North Carolina NCAA,38,31,7,0.816,26.41,9.3,11,5,16,1,7,4,3258,2608,,,,0.395,0.252,0.577,55.8,58.6,,7.5,0.544,15.6,,0.281
North Texas NCAA,34,23,11,0.676,-3.11,-6.59,10,8,13,3,7,7,2617,2420,,,,0.404,0.3,0.541,53.7,46.4,,7.8,0.512,18.2,,0.266
Northeastern,32,13,19,0.406,-3.98,0.3,9,9,10,2,2,14,1990,2127,,,,0.307,0.399,0.514,45.7,61.4,,7.3,0.482,17,,0.213
Northern Arizona,30,18,12,0.6,-3.28,-3.28,11,5,11,2,6,9,2490,2423,,,,0.393,0.304,0.594,52.6,62.3,,3.6,0.559,19.3,,0.292
Northern Illinois,30,7,23,0.233,-6.67,-0.85,4,12,5,8,2,11,2008,2162,,,,0.339,0.282,0.556,50.9,58.4,,6.1,0.526,22.9,,0.239
Northern Iowa,31,18,13,0.581,8.05,6.05,9,9,10,4,6,8,2040,1947,,,,0.399,0.357,0.552,52.4,59.1,,5.9,0.516,17.3,,0.281
Northwestern State,32,17,15,0.531,-3.6,-4.05,10,6,9,3,6,10,2523,2484,,,,0.443,0.287,0.542,48.8,62.9,,7,0.498,18.3,,0.315
Northwestern,31,13,18,0.419,4.92,7.82,2,14,10,9,2,8,1750,1821,,,,0.241,0.416,0.527,42.5,71.7,,5.9,0.502,16.9,,0.17
Notre Dame NCAA,32,24,8,0.75,16.94,4.97,11,5,18,0,4,5,2592,2176,,,,0.403,0.388,0.575,52.9,63.5,,5.8,0.535,15.5,,0.3
Oakland,33,19,14,0.576,0.25,-0.41,10,4,10,2,6,10,2299,2239,,,,0.404,0.312,0.548,54,54.9,,2.3,0.498,18.5,,0.31
Ohio State NCAA,39,35,4,0.897,21.54,9.03,15,1,19,0,7,3,2905,2417,,,,0.366,0.365,0.568,52.1,56.7,,9.7,0.538,14.8,,0.257
Ohio,32,19,13,0.594,2.29,0.22,9,7,10,2,4,9,2331,2250,,,,0.456,0.34,0.556,50.5,54,,3.6,0.512,17.6,,0.33
Oklahoma State,35,22,13,0.629,9.63,6.34,6,10,15,3,0,8,2626,2462,,,,0.409,0.313,0.564,51.1,55.3,,6.5,0.525,19.4,,0.297
Oklahoma,31,16,15,0.516,13.02,7.23,6,10,12,4,2,8,2072,1848,,,,0.326,0.332,0.525,53.4,55.9,,8.4,0.489,17.7,,0.235
Old Dominion NCAA,33,24,9,0.727,7.83,0.44,15,3,15,2,8,5,2290,2046,,,,0.363,0.371,0.534,52.9,61.3,,6.6,0.495,15.9,,0.262
Oral Roberts NCAA,34,23,11,0.676,4.54,-1.04,12,2,12,2,6,8,2440,2206,,,,0.468,0.32,0.565,53.3,55.7,,8.1,0.524,19.2,,0.333
